ISIC4_국제표준산업분류,ISIC4_분류명,KSIC10_한국표준산업분류,KSIC10_분류명,HS2017_관세통계통합품목분류,HS2017_분류명
,,,,410150,전신 원피(16킬로그램을 초과하는 것으로 한정한다)
,,,,410190,"기타[버트(butt), 벤드(bend), 벨리(belly)를 포함한다]"
1010,"도축, 육류 가공 및 저장 처리업",10111,육류 도축업(가금류 제외),410210,털을 제거하지 않은 것
,,,,410221,산처리한 것
,,,,410229,기타
1010,"도축, 육류 가공 및 저장 처리업",10111,육류 도축업(가금류 제외),410390,기타
1010,"도축, 육류 가공 및 저장 처리업",10111,육류 도축업(가금류 제외),430110,"밍크의 것(전신인 것으로 한정하며, 머리 부분ㆍ꼬리 부분ㆍ발 부분이 있는지에 상관없다)"
,,,,430130,"어린 양의 것[아스트라칸(Astrakhan)ㆍ브로드테일(Broadtail)ㆍ카라쿨(Caracul)ㆍ페르시아 어린 양과 이와 유사한 어린 양, 인도ㆍ중국ㆍ몽고ㆍ티베트 어린 양의 것으로서 전신인 것으로 한정하며, 머리 부분ㆍ꼬리 부분ㆍ발 부분이 있는지에 상관없다]"
,,,,430160,"여우의 것(전신인 것으로 한정하며, 머리 부분ㆍ꼬리 부분ㆍ발 부분이 있는지에 상관없다)"
,,,,430180,"그 밖의 모피(전신인 것으로 한정하며, 머리 부분, 꼬리 부분, 발 부분이 있는지에 상관없다)"
,,,,430190,머리 부분ㆍ꼬리 부분ㆍ발 부분과 그 밖의 조각이나 절단품으로서 모피제품으로 사용하기에 적합한 것
1010,"도축, 육류 가공 및 저장 처리업",10111,육류 도축업(가금류 제외),410320,파충류의 원피
,,10112,가금류 도축업,410330,돼지의 원피
,,,,410390,기타
1040,동물성 및 식물성 유지 제조업,10401,동물성 유지 제조업,152190,기타
0210,조림학 및 기타 임업 활동,02012,육림업,440321,소나무[피너스(Pinus)종]의 것(모든 횡단면의 치수가 15 센티미터 이상인 것으로 한정한다)
0220,벌목업,02020,벌목업,440322,소나무[피너스(Pinus)종]의 것(그 밖의 것으로 한정한다)
,,,,440323,전나무[아비에스(Abies)종]와 가문비나무[피세아(Picea)종]의 것(모든 횡단면의 치수가 15 센티미터 이상인 것으로 한정한다)
,,,,440324,전나무[아비에스(Abies)종]와 가문비나무[피세아(Picea)종]의 것(그 밖의 것으로 한정한다)
,,,,440325,기타(모든 횡단면의 치수가 15 센티미터 이상인 것으로 한정한다)
,,,,440326,기타
0210,조림학 및 기타 임업 활동,02012,육림업,440341,다크레드메란티(Dark Red Meranti)ㆍ라이트레드메란티(Light Red Meranti)ㆍ메란티바카우(Meranti Bakau)
0220,벌목업,02020,벌목업,440349,기타
,,,,440391,참나무[코커스(Quercus)종]
,,,,440393,너도밤나무[파구스(Fagus)종]의 것(모든 횡단면의 치수가 15 센티미터 이상인 것으로 한정한다)
,,,,440394,너도밤나무[파구스(Fagus)종]의 것(그 밖의 것으로 한정한다)
,,,,440395,자작나무[베툴라(Betula)종]의 것(모든 횡단면의 치수가 15 센티미터 이상인 것으로 한정한다)
,,,,440396,자작나무[베툴라(Betula)종]의 것(그 밖의 것으로 한정한다)
,,,,440397,포플러와 사시나무[포푸러스(Populus)종]의 것
,,,,440398,유칼립투스[유칼립투스(Eucalyptus)종]의 것
,,,,440399,기타
0220,벌목업,02020,벌목업,440111,침엽수류
0220,벌목업,02020,벌목업,440112,활엽수류
0230,임산물 채취업,02030,임산물 채취업,400130,발라타(balata)ㆍ구타페르카(gutta-percha)ㆍ구아율(guayule)ㆍ치클(chicle)과 이와 유사한 천연 검(gum)
0230,임산물 채취업,02030,임산물 채취업,130120,아라비아 검
,,,,130190,기타
0230,임산물 채취업,02030,임산물 채취업,450110,천연 코르크(cork)(가공하지 않은 것이나 단순히 가공한 것으로 한정한다)
0230,임산물 채취업,02030,임산물 채취업,080290,기타
0230,임산물 채취업,01122,화훼작물 재배업,060420,신선한 것
,,02030,임산물 채취업,060490,기타
0129,기타 다년생 작물 재배업,01140,기타 작물 재배업,140110,대나무
,,,,140120,등나무
,,,,140190,기타
,,,,140490,기타
0311,해상 어업,03211,해수면 양식 어업,030111,민물의 것
0312,담수 어업,03212,내수면 양식 어업,030119,기타
0321,해양 양식 어업,03211,해수면 양식 어업,030111,민물의 것
0322,담수 양식 어업,03212,내수면 양식 어업,030119,기타
0311,해상 어업,03111,원양 어업,030199,기타
0312,담수 어업,03112,연근해 어업,030249,기타
,,03120,내수면 어업,030281,곱상어와 그 밖의 상어
,,,,030282,가오리와 홍어[라지대(Rajidae)과]
,,,,030283,이빨고기[디소스티쿠스(Dissostichus)종]
,,,,030284,농어[디센트라르쿠스(Dicentrarchus)종]
,,,,030285,돔[스파리대(Sparidae)과]
,,,,030289,기타
,,,,030292,상어 지느러미
,,,,030299,기타
0321,해양 양식 어업,03211,해수면 양식 어업,030191,송어[살모 트루타(Salmo trutta)ㆍ옹코링쿠스 미키스(Oncorhynchus mykiss)ㆍ옹코링쿠스 클라키(Oncorhynchus clarki)ㆍ옹코링쿠스 아구아보니타(Oncorhynchus aguabonita)ㆍ옹코링쿠스 길래(Oncorhynchus gilae)ㆍ옹코링쿠스 아파케(Oncorhynchus apache)ㆍ옹코링쿠스 크리소가스터(Oncorhynchus chrysogaster)]
0322,담수 양식 어업,03212,내수면 양식 어업,030192,뱀장어[앙귈라(Anguilla)종]
,,,,030193,잉어[사이프리너스(Cyprinus)종ㆍ카라시우스(Carassius)종ㆍ 크테노파린고돈 이델루스(Ctenopharyngodon idellus)ㆍ하이포프탈미크티스(Hypophthalmichthys)종ㆍ시리누스(Cirrhinus)종ㆍ마일로파린고돈 피세우스(Mylopharyngodon piceus)ㆍ카틀라 카틀라(Catla catla)ㆍ라베오(Labeo)종ㆍ오스테오킬루스 하셀티(Osteochilus hasselti)ㆍ렙토바르부스 호에베니(Leptobarbus
,,,,030194,대서양 참다랑어와 태평양 참다랑어[터너스 티너스 (Thunnus thynnus)ㆍ터너스 오리엔탈리스(Thunnus orientalis)]
,,,,030195,남방 참다랑어[터너스 맥코이(Thunnus maccoyii)]
,,,,030199,기타
0312,담수 어업,03120,내수면 어업,030192,뱀장어[앙귈라(Anguilla)종]
,,,,030249,기타
,,,,030271,틸라피아[오레오크로미스(Oreochromis)종]
,,,,030272,메기[판가시우스(Pangasius)종ㆍ실루러스(Silurus)종ㆍ클라리아스(Clarias)종ㆍ익타루러스(Ictalurus)종]
,,,,030273,잉어[사이프리너스(Cyprinus)종ㆍ카라시우스(Carassius)종ㆍ 크테노파린고돈 이델루스(Ctenopharyngodon idellus)ㆍ하이포프탈미크티스(Hypophthalmichthys)종ㆍ시리누스(Cirrhinus)종ㆍ마일로파린고돈 피세우스(Mylopharyngodon piceus)ㆍ카틀라 카틀라(Catla catla)ㆍ라베오(Labeo)종ㆍ오스테오킬루스 하셀티(Osteochilus hasselti)ㆍ렙토바르부스 호에베니(Leptobarbus
,,,,030274,뱀장어[앙귈라(Anguilla)종]
,,,,030279,기타
0311,해상 어업,03111,원양 어업,030191,송어[살모 트루타(Salmo trutta)ㆍ옹코링쿠스 미키스(Oncorhynchus mykiss)ㆍ옹코링쿠스 클라키(Oncorhynchus clarki)ㆍ옹코링쿠스 아구아보니타(Oncorhynchus aguabonita)ㆍ옹코링쿠스 길래(Oncorhynchus gilae)ㆍ옹코링쿠스 아파케(Oncorhynchus apache)ㆍ옹코링쿠스 크리소가스터(Oncorhynchus chrysogaster)]
0312,담수 어업,03112,연근해 어업,030199,기타
,,03120,내수면 어업,030211,송어[살모 트루타(Salmo trutta)ㆍ옹코링쿠스 미키스(Oncorhynchus mykiss)ㆍ옹코링쿠스 클라키(Oncorhynchus clarki)ㆍ옹코링쿠스 아구아보니타(Oncorhynchus aguabonita)ㆍ옹코링쿠스 길래(Oncorhynchus gilae)ㆍ옹코링쿠스 아파케(Oncorhynchus apache)ㆍ옹코링쿠스 크리소가스터(Oncorhynchus chrysogaster)]
,,03111,원양 어업,030213,태평양 연어[옹코링쿠스 넬카(Oncorhynchus nerka)ㆍ옹코링쿠스 고르부스카(Oncorhynchus gorbuscha)ㆍ옹코링쿠스 케타(Oncorhynchus keta)ㆍ옹코링쿠스 차비차(Oncorhynchus tschawytscha)ㆍ옹코링쿠스 키수츠(Oncorhynchus kisutch)ㆍ옹코링쿠스 마소(Oncorhynchus masou)ㆍ옹코링쿠스 로두루스(Oncorhynchus rhodurus)]
,,,,030214,대서양 연어[살모 살라(Salmo salar)]와 다뉴브 연어[후코 후코(Hucho hucho)]
,,,,030219,기타
0322,담수 양식 어업,03212,내수면 양식 어업,030199,기타
,,,,030211,송어[살모 트루타(Salmo trutta)ㆍ옹코링쿠스 미키스(Oncorhynchus mykiss)ㆍ옹코링쿠스 클라키(Oncorhynchus clarki)ㆍ옹코링쿠스 아구아보니타(Oncorhynchus aguabonita)ㆍ옹코링쿠스 길래(Oncorhynchus gilae)ㆍ옹코링쿠스 아파케(Oncorhynchus apache)ㆍ옹코링쿠스 크리소가스터(Oncorhynchus chrysogaster)]
,,,,030213,태평양 연어[옹코링쿠스 넬카(Oncorhynchus nerka)ㆍ옹코링쿠스 고르부스카(Oncorhynchus gorbuscha)ㆍ옹코링쿠스 케타(Oncorhynchus keta)ㆍ옹코링쿠스 차비차(Oncorhynchus tschawytscha)ㆍ옹코링쿠스 키수츠(Oncorhynchus kisutch)ㆍ옹코링쿠스 마소(Oncorhynchus masou)ㆍ옹코링쿠스 로두루스(Oncorhynchus rhodurus)]
0311,해상 어업,03111,원양 어업,030221,넙치[레인하드티우스 히포글러소이데스(Reinhardtius hippoglossoides)ㆍ히포글러서스 히포글러서스(Hippoglossus hippoglossus)ㆍ히포글러서스 스테노레피스(Hippoglossus stenolepis)]
,,03112,연근해 어업,030222,가자미[플루로넥테스 플라테사(Pleuronectes platessa)]
,,,,030223,서대[솔레아(Solea)종]
,,,,030224,터벗(turbots)[프세타 맥시마(Psetta maxima)]
,,,,030229,기타
0321,해양 양식 어업,03211,해수면 양식 어업,030199,기타
,,,,030221,넙치[레인하드티우스 히포글러소이데스(Reinhardtius hippoglossoides)ㆍ히포글러서스 히포글러서스(Hippoglossus hippoglossus)ㆍ히포글러서스 스테노레피스(Hippoglossus stenolepis)]
,,,,030222,가자미[플루로넥테스 플라테사(Pleuronectes platessa)]
,,03112,연근해 어업,030251,대구[가두스 모르화(Gadus morhua)ㆍ가두스 오각(Gadus ogac)ㆍ가두스 마크로세팔루스(Gadus macrocephalus)]
,,,,030252,해덕[멜라노그라무스 애그레피누스(Melanogrammus aeglefinus)]
,,,,030253,검정대구[폴라치우스 비렌스(Pollachius virens)]
,,,,030254,민대구[메루키우스(Merluccius)종ㆍ유르피키스(Urophycis)종]
,,,,030255,명태[테라그라 찰코그라마(Theragra chalcogramma)]
,,,,030256,블루 화이팅스(blue whitings)[마이크로메시스티우스 포우타소우(Micromesistius poutassou)ㆍ마이크로메시스티우스 오스트랄리스(Micromesistius australis)]
,,,,030259,기타
,,,,030251,대구[가두스 모르화(Gadus morhua)ㆍ가두스 오각(Gadus ogac)ㆍ가두스 마크로세팔루스(Gadus macrocephalus)]
0311,해상 어업,03111,원양 어업,030194,대서양 참다랑어와 태평양 참다랑어[터너스 티너스 (Thunnus thynnus)ㆍ터너스 오리엔탈리스(Thunnus orientalis)]
,,03112,연근해 어업,030195,남방 참다랑어[터너스 맥코이(Thunnus maccoyii)]
,,,,030231,날개다랑어나 긴지느러미 다랑어[터너스 알라룽가(Thunnus alalunga)]
,,,,030232,황다랑어[터너스 알바카레스(Thunnus albacares)]
,,,,030233,가다랑어ㆍ줄무늬 버니토
,,,,030234,눈다랑어[터너스 오베서스(Thunnus obesus)]
,,,,030235,대서양 참다랑어와 태평양 참다랑어[터너스 티너스 (Thunnus thynnus)ㆍ터너스 오리엔탈리스(Thunnus orientalis)]
,,,,030236,남방 참다랑어[터너스 맥코이(Thunnus maccoyii)]
,,,,030239,기타
0321,해양 양식 어업,03211,해수면 양식 어업,030194,대서양 참다랑어와 태평양 참다랑어[터너스 티너스 (Thunnus thynnus)ㆍ터너스 오리엔탈리스(Thunnus orientalis)]
0311,해상 어업,03111,원양 어업,030244,고등어[스콤버 스콤브루스(Scomber scombrus)ㆍ스콤버 오스트랄라시쿠스(Scomber australasicus)ㆍ스콤버 자포니쿠스(Scomber japonicus)]
,,03112,연근해 어업,,
0321,해양 양식 어업,03211,해수면 양식 어업,030244,고등어[스콤버 스콤브루스(Scomber scombrus)ㆍ스콤버 오스트랄라시쿠스(Scomber australasicus)ㆍ스콤버 자포니쿠스(Scomber japonicus)]
0312,담수 어업,03112,연근해 어업,030241,청어[클루페아 하렌구스(Clupea harengus)ㆍ클루페아 팔라시(Clupea pallasii)]
,,03120,내수면 어업,030242,멸치[엔그라울리스(Engraulis)종]
,,,,030243,"정어리[사르디나 필차르두스(Sardina pilchardus)ㆍ사르디노프스(Sardinops)종], 사르디넬라[사르디넬라(Sardinella)종], 브리스링(brisling)이나 스프랫(sprats)[스프라투스 스프라투스(Sprattus sprattus)]"
,,,,030245,전갱이[트라커러스(Trachurus)종]
,,,,030246,날쌔기[라키센트론 카나둠(Rachycentron canadum)]
,,,,030247,황새치[자이피어스 글래디어스(Xiphias gladius)]
,,,,030281,곱상어와 그 밖의 상어
0311,해상 어업,03211,해수면 양식 어업,030199,기타
0321,해양 양식 어업,03212,내수면 양식 어업,030241,청어[클루페아 하렌구스(Clupea harengus)ㆍ클루페아 팔라시(Clupea pallasii)]
0322,담수 양식 어업,,,030242,멸치[엔그라울리스(Engraulis)종]
0311,해상 어업,03111,원양 어업,030633,게
0312,담수 어업,03112,연근해 어업,,
,,03120,내수면 어업,,
0321,해양 양식 어업,03211,해수면 양식 어업,030633,게
0322,담수 양식 어업,03212,내수면 양식 어업,,
0311,해상 어업,03111,원양 어업,030632,바닷가재[호마루스(Homarus)종]
0321,해양 양식 어업,03211,해수면 양식 어업,030632,바닷가재[호마루스(Homarus)종]
,,,,030692,바닷가재[호마루스(Homarus)종]
0311,해상 어업,03111,원양 어업,030636,그 밖의 새우류
0312,담수 어업,03112,연근해 어업,030695,새우류
0321,해양 양식 어업,03211,해수면 양식 어업,030636,그 밖의 새우류
0322,담수 양식 어업,03212,내수면 양식 어업,030695,새우류
0311,해상 어업,03111,원양 어업,030631,닭새우류[팔리누루스(Palinurus)종ㆍ파누리루스(Panulirus)종ㆍ자수스(Jasus)종]
0312,담수 어업,03112,연근해 어업,030635,냉수성(冷水性) 새우류[판달러스(Pandalus)종ㆍ크란곤 크란곤(Crangon crangon)]
,,03120,내수면 어업,030636,그 밖의 새우류
0321,해양 양식 어업,03211,해수면 양식 어업,030631,닭새우류[팔리누루스(Palinurus)종ㆍ파누리루스(Panulirus)종ㆍ자수스(Jasus)종]
0322,담수 양식 어업,03212,내수면 양식 어업,030635,냉수성(冷水性) 새우류[판달러스(Pandalus)종ㆍ크란곤 크란곤(Crangon crangon)]
,,,,030636,그 밖의 새우류
,,,,030691,닭새우류[팔리누루스(Palinurus)종ㆍ파누리루스(Panulirus)종ㆍ자수스(Jasus)종]
,,,,030695,새우류
0311,해상 어업,03111,원양 어업,030634,노르웨이 바닷가재[네프로프스 노르베지쿠스(Nephrops norvegicus)]
0312,담수 어업,03112,연근해 어업,030639,기타[식용에 적합한 것으로서 고운 가루ㆍ거친 가루와 펠릿(pellet)을 포함한다]
,,03120,내수면 어업,030694,노르웨이 바닷가재[네프로프스 노르베지쿠스(Nephrops norvegicus)]
,,,,030699,기타[식용에 적합한 것으로서 고운 가루ㆍ거친 가루와 펠릿(pellet)을 포함한다]
0321,해양 양식 어업,03211,해수면 양식 어업,030634,노르웨이 바닷가재[네프로프스 노르베지쿠스(Nephrops norvegicus)]
0322,담수 양식 어업,03212,내수면 양식 어업,030639,기타[식용에 적합한 것으로서 고운 가루ㆍ거친 가루와 펠릿(pellet)을 포함한다]
,,,,030694,노르웨이 바닷가재[네프로프스 노르베지쿠스(Nephrops norvegicus)]
0311,해상 어업,03111,원양 어업,030781,"살아있거나, 신선하거나 냉장한 전복[할리오티스(Haliotis)종]"
